343886,0,0,4,1,1,0,0,0,0,0,0,0,0,408.0,398.0,11.0,408.0,398.0,11.0,57.0,57.0,0,0
140230,0,0,4,1,0,4,1,0,0,13,1,0,0,726.0,728.0,0.0,897.0,810.0,0.0,257.0,426.0,0,0
175221,0,0,22,1,0,1,0,0,0,4,0,0,0,1386.0,958.0,0.0,1386.0,958.0,0.0,822.0,853.0,0,0
175221,0,0,43,0,1,8,0,0,0,28,0,0,0,2306.0,0.0,557.0,3040.0,0.0,557.0,918.0,1793.0,0,0
175221,0,0,6,0,1,0,0,0,0,0,0,0,0,156.0,0.0,168751.0,156.0,0.0,168751.0,156.0,156.0,0,0
175221,0,0,6,0,1,0,0,0,0,0,0,0,0,94.0,0.0,58.0,94.0,0.0,58.0,94.0,94.0,0,0
175221,0,0,20,0,1,6,0,1,0,26,0,1,0,865.0,0.0,742.0,377890.0,0.0,742.0,738.0,1160.0,0,0
373216,0,0,4,1,0,3,0,0,0,9,0,0,0,5950.0,5946.0,0.0,88339.0,5946.0,0.0,11.0,143.0,0,0
143168,0,0,10,0,1,7,0,1,0,11,0,1,0,620.0,0.0,66.0,783.0,0.0,435.0,409.0,783.0,0,0
83281,0,0,13,0,1,6,0,1,0,17,0,1,0,3057.0,0.0,3002.0,3213.0,0.0,3002.0,318.0,721.0,0,0
83281,0,0,12,2,1,5,2,1,0,18,2,1,0,506.0,499.0,497.0,238057.0,499.0,497.0,278.0,560.0,0,0
83281,0,0,8,1,0,1,0,0,0,1,0,0,0,287.0,115.0,0.0,59944.0,115.0,0.0,287.0,287.0,0,0
83281,0,0,7,0,1,5,0,1,1,8,0,1,1,604.0,0.0,519.0,258629.0,0.0,195121.0,238.0,610.0,0,0
83281,0,0,5,0,1,2,0,1,0,5,0,1,0,138.0,0.0,111.0,2582.0,0.0,2467.0,138.0,253.0,0,0
83281,0,0,1,1,0,5,0,0,0,10,0,0,0,7.0,8.0,0.0,271716.0,8.0,0.0,8.0,247.0,0,0
83281,0,0,9,0,1,1,0,0,0,23,0,0,0,67.0,0.0,7.0,1482.0,0.0,7.0,67.0,255.0,0,0
78649,1,58562.0,2,0,1,3,0,1,0,42,0,1,0,5970.0,0.0,5971.0,528783.0,0.0,6206.0,34.0,743.0,634.0,634.0
78649,0,0,10,1,0,7,0,0,0,40,0,0,0,620.0,567.0,0.0,792.0,567.0,0.0,90.0,792.0,0,0
78649,0,0,21,0,1,13,0,2,0,54,0,2,0,3727.0,0.0,2853.0,18003.0,0.0,2853.0,486.0,1587.0,0,0
78649,0,0,1,0,1,5,0,1,1,15,0,1,1,16.0,0.0,7.0,4481.0,0.0,191.0,16.0,331.0,0,0
89356,0,0,2,1,0,1,0,0,0,1,0,0,0,48.0,49.0,0.0,48.0,49.0,0.0,36.0,49.0,0,0
89356,0,0,1,1,0,13,3,0,0,27,3,0,0,18.0,5.0,0.0,583.0,464.0,0.0,18.0,583.0,0,0
89356,0,0,9,1,0,2,1,0,0,6,1,0,0,498.0,338.0,0.0,729.0,423.0,0.0,297.0,729.0,0,0
89356,0,0,5,1,0,10,1,0,0,36,1,0,0,3568.0,3562.0,0.0,3972.0,3590.0,0.0,304.0,1358.0,0,0
89356,0,0,12,1,1,6,2,1,1,33,3,1,1,1640.0,1635.0,1594.0,239383.0,1825.0,1823.0,173.0,772.0,0,0
89356,0,0,35,0,1,12,0,0,0,62,0,0,0,1867.0,0.0,249.0,56857.0,0.0,249.0,830.0,2336.0,0,0
89356,0,0,13,1,0,0,0,0,0,0,0,0,0,376.0,89.0,0.0,376.0,89.0,0.0,376.0,376.0,0,0
89356,0,0,2,0,1,7,0,1,0,26,0,1,0,28.0,0.0,31.0,140264.0,0.0,240.0,31.0,423.0,0,0
89356,0,0,2,0,1,0,0,0,0,0,0,0,0,12.0,0.0,6.0,12.0,0.0,6.0,12.0,12.0,0,0
89356,0,0,4,1,0,2,0,0,1,17,0,0,1,6140.0,6127.0,0.0,70603.0,6127.0,0.0,14.0,177.0,0,0
89356,0,0,6,0,1,0,0,0,0,0,0,0,0,708.0,0.0,311.0,708.0,0.0,311.0,311.0,311.0,0,0
89356,0,0,8,0,1,2,0,0,0,2,0,0,0,1757.0,0.0,1656.0,1903.0,0.0,1656.0,142.0,541.0,0,0
89356,0,0,4,0,1,1,0,0,0,1,0,0,0,95.0,0.0,75.0,95.0,0.0,75.0,55.0,95.0,0,0
89356,0,0,4,0,1,11,0,1,0,41,0,1,0,560.0,0.0,8.0,188064.0,0.0,134.0,107.0,847.0,0,0
89356,0,0,10,1,0,0,0,0,0,0,0,0,0,117.0,125.0,0.0,117.0,125.0,0.0,125.0,125.0,0,0
89356,0,0,6,1,0,11,1,0,0,23,1,0,0,560.0,442.0,0.0,856.0,724.0,0.0,179.0,856.0,0,0
135086,0,0,2,0,1,4,0,0,0,7,0,0,0,31.0,0.0,15.0,2692.0,0.0,15.0,31.0,211.0,0,0
275876,1,22.0,8,0,1,0,0,0,0,0,0,0,0,116.0,0.0,95.0,116.0,0.0,95.0,116.0,116.0,43.0,43.0
275876,0,0,8,0,1,1,0,0,0,1,0,0,0,3683.0,0.0,4511.0,464657.0,0.0,4511.0,247.0,247.0,0,0
275876,0,0,2,0,1,0,0,0,0,0,0,0,0,91.0,0.0,73.0,91.0,0.0,73.0,91.0,91.0,0,0
275876,0,0,24,0,1,1,0,0,0,1,0,0,0,377.0,0.0,367.0,66817.0,0.0,367.0,377.0,377.0,0,0
275876,0,0,5,0,1,1,0,1,0,1,0,1,0,485.0,0.0,481.0,500.0,0.0,504.0,94.0,113.0,0,0
301640,0,0,7,0,1,7,0,0,0,17,0,0,0,557.0,0.0,8.0,2224.0,0.0,8.0,237.0,1176.0,0,0
301640,0,0,2,0,2,0,0,0,0,0,0,0,0,5970.0,0.0,5968.0,5970.0,0.0,5968.0,4.0,4.0,0,0
301640,1,128.0,2,0,1,0,0,0,0,0,0,0,0,8.0,0.0,5.0,8.0,0.0,5.0,8.0,8.0,350.0,1913.0
301640,0,0,5,0,1,1,0,1,0,1,0,1,0,356.0,0.0,354.0,356.0,0.0,354.0,222.0,356.0,0,0
301640,0,0,1,0,1,0,0,0,0,0,0,0,0,4.0,0.0,5.0,4.0,0.0,5.0,5.0,5.0,0,0
301640,0,0,3,0,1,3,0,0,0,3,0,0,0,321.0,0.0,316.0,954004.0,0.0,316.0,321.0,339.0,0,0
86309,0,0,10,1,0,2,1,0,0,18,1,0,0,541.0,542.0,0.0,672.0,643.0,0.0,296.0,672.0,0,0
86309,0,0,13,1,0,0,0,0,0,0,0,0,0,3758.0,3311.0,0.0,3758.0,3311.0,0.0,743.0,743.0,0,0
86309,3,14.0,7,2,0,1,1,0,0,1,1,0,0,103.0,93.0,0.0,119.0,109.0,0.0,103.0,119.0,116.0,116.0
86309,0,0,7,0,1,10,0,0,1,46,0,0,1,127.0,0.0,105.0,429917.0,0.0,105.0,127.0,807.0,0,0
86309,0,0,16,0,1,1,0,0,0,1,0,0,0,725.0,0.0,24.0,725.0,0.0,24.0,710.0,725.0,0,0
86309,0,0,17,0,1,5,0,0,0,13,0,0,0,931.0,0.0,533.0,1247.0,0.0,533.0,655.0,1247.0,0,0
86309,0,0,5,0,1,12,1,2,0,30,1,2,0,944.0,0.0,11.0,1142.0,827.0,695.0,156.0,1142.0,0,0
86309,0,0,1,0,1,0,0,0,0,0,0,0,0,12.0,0.0,9.0,12.0,0.0,9.0,12.0,12.0,0,0
86309,0,0,1,1,0,2,0,0,0,3,0,0,0,6.0,13.0,0.0,593.0,13.0,0.0,13.0,84.0,0,0
86309,1,256887.0,7,0,1,5,0,1,0,16,0,1,0,382.0,0.0,613.0,827.0,0.0,830.0,325.0,830.0,63.0,393.0
86309,0,0,5,1,1,4,0,0,0,10,0,0,0,295.0,138.0,13.0,590.0,138.0,13.0,295.0,590.0,0,0
69567,0,0,2,0,1,4,0,0,0,13,0,0,0,53.0,0.0,54.0,422.0,0.0,54.0,47.0,422.0,0,0
69567,0,0,3,0,1,2,0,0,0,3,0,0,0,1465.0,0.0,1318.0,9097.0,0.0,1318.0,334.0,370.0,0,0
69567,0,0,1,0,1,4,1,0,0,4,1,0,0,7.0,0.0,8.0,136.0,137.0,8.0,8.0,137.0,0,0
69567,0,0,10,0,1,1,0,0,0,1,0,0,0,199.0,0.0,193.0,219.0,0.0,193.0,199.0,219.0,0,0
69567,2,242.0,24,1,0,9,4,0,0,50,5,0,0,1261.0,739.0,0.0,173754.0,173646.0,0.0,538.0,1387.0,427.5,427.5
69567,0,0,6,0,1,4,0,0,0,6,0,0,0,1910.0,0.0,1895.0,2087.0,0.0,1895.0,258.0,435.0,0,0
69567,0,0,3,0,1,3,0,0,0,4,0,0,0,90.0,0.0,93.0,194.0,0.0,93.0,76.0,194.0,0,0
69567,0,0,1,0,1,0,0,0,0,0,0,0,0,71.0,0.0,62.0,71.0,0.0,62.0,71.0,71.0,0,0
69567,0,0,6,0,1,0,0,0,0,0,0,0,0,1513.0,0.0,1523.0,1513.0,0.0,1523.0,105.0,105.0,0,0
69567,0,0,10,1,0,16,4,0,0,41,4,0,0,730.0,694.0,0.0,87356.0,86804.0,0.0,421.0,1817.0,0,0
69567,0,0,3,1,0,6,1,1,1,20,1,1,1,71.0,45.0,0.0,429703.0,8219.0,8050.0,44.0,698.0,0,0
250070,0,0,14,0,1,12,0,0,0,26,0,0,0,527.0,0.0,337.0,642788.0,0.0,337.0,278.0,722.0,0,0
250070,1,119.0,17,0,1,2,0,0,0,13,0,0,0,372.0,0.0,378.0,1149.0,0.0,378.0,378.0,633.0,287.0,363.0
250070,0,0,2,1,0,2,0,2,0,20,0,2,0,58.0,11.0,0.0,418258.0,11.0,418187.0,58.0,531.0,0,0
250070,0,0,10,0,1,7,1,0,1,37,1,0,1,727.0,0.0,633.0,1971.0,1168.0,633.0,115.0,1359.0,0,0
250070,0,0,2,0,1,0,0,0,0,0,0,0,0,3082.0,0.0,3086.0,3082.0,0.0,3086.0,7.0,7.0,0,0
250070,0,0,32,0,1,6,0,2,0,23,0,2,0,3055.0,0.0,2707.0,1062127.0,0.0,14882.0,524.0,1644.0,0,0
250070,0,0,11,0,1,6,0,2,1,21,0,2,1,451.0,0.0,239.0,90906.0,0.0,90902.0,451.0,1720.0,0,0
250070,0,0,3,1,0,1,0,0,0,1,0,0,0,1772.0,1773.0,0.0,1791.0,1773.0,0.0,45.0,63.0,0,0
250070,0,0,5,0,1,0,0,0,0,0,0,0,0,105.0,0.0,22.0,105.0,0.0,22.0,105.0,105.0,0,0
250070,0,0,4,0,1,5,0,0,0,7,0,0,0,170.0,0.0,108.0,333.0,0.0,108.0,144.0,333.0,0,0
250070,0,0,4,0,1,7,0,1,0,11,0,1,0,47.0,0.0,5.0,49893.0,0.0,49719.0,47.0,222.0,0,0
250070,0,0,2,0,1,0,0,0,0,0,0,0,0,102.0,0.0,3.0,102.0,0.0,3.0,102.0,102.0,0,0
250070,0,0,4,1,0,8,1,1,0,30,1,1,0,104.0,92.0,0.0,1216.0,1029.0,1026.0,104.0,887.0,0,0
250070,0,0,6,0,1,4,1,1,0,24,1,1,0,329.0,0.0,241.0,1735308.0,1735190.0,1735187.0,329.0,850.0,0,0
177390,0,0,5,0,1,0,0,0,0,0,0,0,0,228.0,0.0,223.0,228.0,0.0,223.0,228.0,228.0,0,0
177390,0,0,7,0,1,3,0,0,0,10,0,0,0,116.0,0.0,50.0,1505295.0,0.0,50.0,116.0,306.0,0,0
177390,0,0,5,1,0,7,1,0,0,20,1,0,0,53.0,41.0,0.0,452.0,204.0,0.0,53.0,452.0,0,0
177390,0,0,4,0,1,5,0,0,0,16,0,0,0,80.0,0.0,45.0,17524.0,0.0,45.0,80.0,592.0,0,0
190719,0,0,5,0,1,5,0,0,1,15,0,0,1,335.0,0.0,302.0,1122.0,0.0,302.0,127.0,1122.0,0,0
190719,0,0,5,0,1,0,0,0,0,0,0,0,0,228.0,0.0,242.0,228.0,0.0,242.0,242.0,242.0,0,0
190719,0,0,5,0,1,1,0,0,0,1,0,0,0,261.0,0.0,251.0,261.0,0.0,251.0,230.0,261.0,0,0
190719,0,0,7,1,0,1,0,0,0,1,0,0,0,160.0,117.0,0.0,420871.0,117.0,0.0,160.0,160.0,0,0
22427,1,78953.0,4,0,1,3,0,0,0,3,0,0,0,1024.0,0.0,1026.0,1024.0,0.0,1026.0,183.0,300.0,0.0,0.0
42862,1,259713.0,6,0,1,1,0,0,0,1,0,0,0,1645.0,0.0,1615.0,1723.0,0.0,1615.0,220.0,298.0,43.0,43.0
201798,0,0,15,1,0,2,0,0,0,2,0,0,0,540.0,379.0,0.0,1006.0,379.0,0.0,540.0,570.0,0,0
201798,0,0,9,1,0,0,0,0,0,0,0,0,0,824.0,827.0,0.0,824.0,827.0,0.0,452.0,452.0,0,0
391086,1,37.0,3,0,1,0,0,0,0,0,0,0,0,459.0,0.0,530.0,459.0,0.0,530.0,102.0,102.0,433.0,433.0
391086,0,0,9,0,1,0,0,0,0,0,0,0,0,887.0,0.0,113.0,887.0,0.0,113.0,473.0,473.0,0,0
391086,0,0,2,0,1,0,0,0,0,0,0,0,0,69.0,0.0,30.0,69.0,0.0,30.0,69.0,69.0,0,0
391086,0,0,11,1,0,10,2,2,0,27,2,2,0,4020.0,3923.0,0.0,68863.0,68773.0,68852.0,151.0,971.0,0,0
391086,0,0,5,0,1,5,0,1,0,7,0,1,0,145.0,0.0,146.0,707114.0,0.0,707116.0,146.0,279.0,0,0
126481,0,0,14,0,1,0,0,0,0,0,0,0,0,918.0,0.0,858.0,918.0,0.0,858.0,561.0,561.0,0,0
126481,0,0,4,0,1,3,0,0,0,3,0,0,0,69.0,0.0,14.0,171.0,0.0,14.0,69.0,171.0,0,0
146952,1,181.0,5,1,0,1,0,0,0,7,0,0,0,173.0,79.0,0.0,760965.0,79.0,0.0,173.0,360.0,372.0,372.0
146952,0,0,10,1,1,2,0,0,0,8,0,0,0,905.0,772.0,779.0,905.0,772.0,779.0,405.0,558.0,0,0
146952,0,0,7,1,0,1,0,0,0,3,0,0,0,920.0,99.0,0.0,864787.0,99.0,0.0,562.0,686.0,0,0
146952,0,0,10,0,1,3,0,1,1,8,0,1,1,376.0,0.0,212.0,620.0,0.0,614.0,262.0,620.0,0,0
146952,0,0,8,0,1,0,0,0,0,0,0,0,0,3499.0,0.0,3260.0,3499.0,0.0,3260.0,484.0,484.0,0,0
146952,0,0,19,0,1,1,0,0,0,1,0,0,0,357.0,0.0,138.0,1113743.0,0.0,138.0,357.0,357.0,0,0
146952,0,0,2,0,1,0,0,0,0,0,0,0,0,908.0,0.0,755.0,908.0,0.0,755.0,312.0,312.0,0,0
146952,0,0,9,1,0,6,0,0,0,12,0,0,0,374.0,804062.0,0.0,1285736.0,804062.0,0.0,326.0,533.0,0,0
146952,0,0,10,0,1,3,0,0,0,3,0,0,0,216.0,0.0,49.0,290519.0,0.0,49.0,216.0,345.0,0,0
146952,0,0,3,0,1,1,0,0,0,1,0,0,0,866.0,0.0,801.0,227817.0,0.0,801.0,179.0,179.0,0,0
146952,0,0,2,1,0,1,1,0,0,3,1,0,0,128.0,35.0,0.0,348.0,145.0,0.0,111.0,348.0,0,0
338629,0,0,5,0,1,0,0,0,0,0,0,0,0,140.0,0.0,141.0,140.0,0.0,141.0,141.0,141.0,0,0
338629,0,0,12,0,2,0,0,0,0,0,0,0,0,108.0,0.0,112.0,108.0,0.0,112.0,112.0,112.0,0,0
189675,0,0,4,1,0,3,0,0,0,6,0,0,0,316.0,214.0,0.0,397.0,214.0,0.0,133.0,397.0,0,0
189675,0,0,12,1,0,7,1,0,0,16,1,0,0,1078.0,1086.0,0.0,1078.0,1086.0,0,215.0,676.0,0,0
189675,0,0,5,0,1,2,0,0,0,2,0,0,0,194.0,0.0,7.0,194.0,0.0,7.0,150.0,194.0,0,0
189675,0,0,7,0,1,3,0,2,0,10,0,2,0,202.0,0.0,191770.0,191882.0,0.0,191859.0,348.0,473.0,0,0
189675,0,0,5,0,1,1,0,0,0,4,0,0,0,1622.0,0.0,1623.0,1632.0,0.0,1623.0,19.0,58.0,0,0
189675,0,0,19,1,0,7,1,0,0,11,1,0,0,1153.0,1009.0,0.0,1180.0,1009.0,0.0,744.0,1180.0,0,0
189675,0,0,2,0,1,0,0,0,0,0,0,0,0,31.0,0.0,16.0,31.0,0.0,16.0,31.0,31.0,0,0
279510,0,0,2,0,1,0,0,0,0,0,0,0,0,806.0,0.0,686.0,806.0,0.0,686.0,122.0,122.0,0,0
224482,0,0,5,0,1,0,0,0,0,0,0,0,0,175.0,0.0,140.0,175.0,0.0,140.0,175.0,175.0,0,0
224482,1,50.0,1,0,1,1,0,0,0,3,0,0,0,3.0,0.0,5.0,20922.0,0.0,5.0,5.0,19.0,29.0,29.0
224482,0,0,6,0,1,0,0,0,0,0,0,0,0,191.0,0.0,165.0,191.0,0.0,165.0,191.0,191.0,0,0
404717,0,0,4,1,0,0,0,0,0,0,0,0,0,38.0,86.0,0.0,38.0,86.0,0,86.0,86.0,0,0
404717,0,0,4,1,0,2,0,0,0,3,0,0,0,153.0,32.0,0.0,189801.0,32.0,0.0,153.0,336.0,0,0
404717,0,0,2,1,0,0,0,0,0,0,0,0,0,92.0,28.0,0.0,92.0,28.0,0.0,92.0,92.0,0,0
404717,0,0,4,0,1,0,0,0,0,0,0,0,0,364.0,0.0,161.0,364.0,0.0,161.0,364.0,364.0,0,0
404717,0,0,1,0,1,2,0,1,1,6,0,1,1,28.0,0.0,7.0,507225.0,0.0,506849.0,28.0,474.0,0,0
404717,0,0,3,0,1,4,0,0,0,5,0,0,0,822.0,0.0,737.0,822.0,0.0,737.0,127.0,822.0,0,0
404717,0,0,10,0,1,0,0,0,0,0,0,0,0,126.0,0.0,87.0,126.0,0.0,87.0,126.0,126.0,0,0
404717,0,0,9,0,1,2,0,0,0,8,0,0,0,448.0,0.0,287.0,458.0,0.0,287.0,392.0,458.0,0,0
404717,0,0,7,1,0,3,0,0,0,5,0,0,0,594.0,579.0,0.0,693680.0,579.0,0.0,269.0,594.0,0,0
404717,0,0,9,0,1,2,0,0,0,3,0,0,0,74.0,0.0,7.0,110.0,0.0,7.0,74.0,110.0,0,0
404717,0,0,4,0,1,1,0,0,0,1,0,0,0,104.0,0.0,12.0,130831.0,0.0,12.0,104.0,104.0,0,0
404717,0,0,5,1,0,2,0,0,0,5,0,0,0,352.0,347.0,0.0,360.0,347.0,0.0,179.0,360.0,0,0
404717,0,0,4,0,1,1,0,0,0,1,0,0,0,36.0,0.0,14.0,64.0,0.0,14.0,36.0,64.0,0,0
404717,0,0,9,0,1,11,0,0,0,24,0,0,0,739.0,0.0,337.0,1054.0,0.0,337.0,240.0,1054.0,0,0
404717,0,0,9,0,1,4,0,1,0,17,0,1,0,281.0,0.0,126.0,573.0,0.0,283.0,165.0,573.0,0,0
72572,0,0,17,1,0,1,0,0,0,10,0,0,0,2157.0,1872.0,0.0,5923.0,1872.0,0.0,586.0,1039.0,0,0
254879,0,0,7,0,1,4,0,1,0,6,0,1,0,828.0,0.0,268.0,859.0,0.0,356.0,293.0,556.0,0,0
254879,0,0,3,0,1,0,0,0,0,0,0,0,0,1677.0,0.0,22.0,1677.0,0.0,22.0,85.0,85.0,0,0
254879,0,0,44,1,0,5,0,0,0,18,0,0,0,622.0,601.0,0.0,935.0,601.0,0.0,622.0,935.0,0,0
254879,0,0,1,0,1,0,0,0,0,0,0,0,0,2.0,0.0,41.0,2.0,0.0,41.0,41.0,41.0,0,0
254879,0,0,12,0,1,8,0,0,0,11,0,0,0,612.0,0.0,3.0,256761.0,0.0,3.0,89.0,279.0,0,0
254879,1,492.0,3,0,2,2,0,0,0,4,0,0,0,323.0,0.0,324.0,249327.0,0.0,324.0,159.0,324.0,15.0,196.0
254879,0,0,8,0,1,5,0,0,0,25,0,0,0,1935.0,0.0,1096.0,1935.0,0.0,1096.0,94.0,856.0,0,0
254879,0,0,9,0,1,2,0,0,0,8,0,0,0,202.0,0.0,70.0,357.0,0.0,70.0,177.0,357.0,0,0
